Name,API,Most Followed Acount Followers
Michael B. Jordan,"twurl ""/1.1/users/search.json?count=1&q=Michael B. Jordan"" | jq '.[] | .followers_count'$'\n' >> output.log",199794
Anthony Perkins,"twurl ""/1.1/users/search.json?count=1&q=Anthony Perkins"" | jq '.[] | .followers_count'$'\n' >> output.log",2275
David Thewlis,"twurl ""/1.1/users/search.json?count=1&q=David Thewlis"" | jq '.[] | .followers_count'$'\n' >> output.log",16042
Klaus Kinski,"twurl ""/1.1/users/search.json?count=1&q=Klaus Kinski"" | jq '.[] | .followers_count'$'\n' >> output.log",42985
Malcolm McDowell,"twurl ""/1.1/users/search.json?count=1&q=Malcolm McDowell"" | jq '.[] | .followers_count'$'\n' >> output.log",6808
Ray Winstone,"twurl ""/1.1/users/search.json?count=1&q=Ray Winstone"" | jq '.[] | .followers_count'$'\n' >> output.log",1959
Jean-Paul Belmondo,"twurl ""/1.1/users/search.json?count=1&q=Jean-Paul Belmondo"" | jq '.[] | .followers_count'$'\n' >> output.log",2774
Andy Serkis,"twurl ""/1.1/users/search.json?count=1&q=Andy Serkis"" | jq '.[] | .followers_count'$'\n' >> output.log",238
Matthew Broderick,"twurl ""/1.1/users/search.json?count=1&q=Matthew Broderick"" | jq '.[] | .followers_count'$'\n' >> output.log",118
Dennis Hopper,"twurl ""/1.1/users/search.json?count=1&q=Dennis Hopper"" | jq '.[] | .followers_count'$'\n' >> output.log",312
Michael Rooker,"twurl ""/1.1/users/search.json?count=1&q=Michael Rooker"" | jq '.[] | .followers_count'$'\n' >> output.log",691648
Vincent Gallo,"twurl ""/1.1/users/search.json?count=1&q=Vincent Gallo"" | jq '.[] | .followers_count'$'\n' >> output.log",6471
Toshir™ Mifune,"twurl ""/1.1/users/search.json?count=1&q=Toshir™ Mifune"" | jq '.[] | .followers_count'$'\n' >> output.log",103158
Vincent Cassel,"twurl ""/1.1/users/search.json?count=1&q=Vincent Cassel"" | jq '.[] | .followers_count'$'\n' >> output.log",5324861
J.K. Simmons,"twurl ""/1.1/users/search.json?count=1&q=J.K. Simmons"" | jq '.[] | .followers_count'$'\n' >> output.log",9193
Boris Karloff,"twurl ""/1.1/users/search.json?count=1&q=Boris Karloff"" | jq '.[] | .followers_count'$'\n' >> output.log",1879
Peter Lorre,"twurl ""/1.1/users/search.json?count=1&q=Peter Lorre"" | jq '.[] | .followers_count'$'\n' >> output.log",9342
Antonio Banderas,"twurl ""/1.1/users/search.json?count=1&q=Antonio Banderas"" | jq '.[] | .followers_count'$'\n' >> output.log",21905
Paddy Considine,"twurl ""/1.1/users/search.json?count=1&q=Paddy Considine"" | jq '.[] | .followers_count'$'\n' >> output.log",2620
Ryan Phillippe,"twurl ""/1.1/users/search.json?count=1&q=Ryan Phillippe"" | jq '.[] | .followers_count'$'\n' >> output.log",258943
Kerry Washington,"twurl ""/1.1/users/search.json?count=1&q=Kerry Washington"" | jq '.[] | .followers_count'$'\n' >> output.log",11390
Carrie-Anne Moss,"twurl ""/1.1/users/search.json?count=1&q=Carrie-Anne Moss"" | jq '.[] | .followers_count'$'\n' >> output.log",816
Janet Leigh,"twurl ""/1.1/users/search.json?count=1&q=Janet Leigh"" | jq '.[] | .followers_count'$'\n' >> output.log",436865
Catalina Sandino Moreno,"twurl ""/1.1/users/search.json?count=1&q=Catalina Sandino Moreno"" | jq '.[] | .followers_count'$'\n' >> output.log",587
Samantha Morton,"twurl ""/1.1/users/search.json?count=1&q=Samantha Morton"" | jq '.[] | .followers_count'$'\n' >> output.log",22561
Keisha Castle-Hughes,"twurl ""/1.1/users/search.json?count=1&q=Keisha Castle-Hughes"" | jq '.[] | .followers_count'$'\n' >> output.log",9941
Salma Hayek,"twurl ""/1.1/users/search.json?count=1&q=Salma Hayek"" | jq '.[] | .followers_count'$'\n' >> output.log",4626
Joan Allen,"twurl ""/1.1/users/search.json?count=1&q=Joan Allen"" | jq '.[] | .followers_count'$'\n' >> output.log",531
Janet McTeer,"twurl ""/1.1/users/search.json?count=1&q=Janet McTeer"" | jq '.[] | .followers_count'$'\n' >> output.log",423251
Fernanda Montenegro,"twurl ""/1.1/users/search.json?count=1&q=Fernanda Montenegro"" | jq '.[] | .followers_count'$'\n' >> output.log",43297
Kristin Scott Thomas,"twurl ""/1.1/users/search.json?count=1&q=Kristin Scott Thomas"" | jq '.[] | .followers_count'$'\n' >> output.log",7217
Brenda Blethyn,"twurl ""/1.1/users/search.json?count=1&q=Brenda Blethyn"" | jq '.[] | .followers_count'$'\n' >> output.log",92540
Elisabeth Shue,"twurl ""/1.1/users/search.json?count=1&q=Elisabeth Shue"" | jq '.[] | .followers_count'$'\n' >> output.log",748
Miranda Richardson,"twurl ""/1.1/users/search.json?count=1&q=Miranda Richardson"" | jq '.[] | .followers_count'$'\n' >> output.log",190
Stockard Channing,"twurl ""/1.1/users/search.json?count=1&q=Stockard Channing"" | jq '.[] | .followers_count'$'\n' >> output.log",139843
Angela Bassett,"twurl ""/1.1/users/search.json?count=1&q=Angela Bassett"" | jq '.[] | .followers_count'$'\n' >> output.log",1081
Mary McDonnell,"twurl ""/1.1/users/search.json?count=1&q=Mary McDonnell"" | jq '.[] | .followers_count'$'\n' >> output.log",1682
Lucille Ball,"twurl ""/1.1/users/search.json?count=1&q=Lucille Ball"" | jq '.[] | .followers_count'$'\n' >> output.log",1218
Laura Dern,"twurl ""/1.1/users/search.json?count=1&q=Laura Dern"" | jq '.[] | .followers_count'$'\n' >> output.log",16581
Pauline Collins,"twurl ""/1.1/users/search.json?count=1&q=Pauline Collins"" | jq '.[] | .followers_count'$'\n' >> output.log",1524312
Isabelle Adjani,"twurl ""/1.1/users/search.json?count=1&q=Isabelle Adjani"" | jq '.[] | .followers_count'$'\n' >> output.log",244430
Melanie Griffith,"twurl ""/1.1/users/search.json?count=1&q=Melanie Griffith"" | jq '.[] | .followers_count'$'\n' >> output.log",2425
Sally Kirkland,"twurl ""/1.1/users/search.json?count=1&q=Sally Kirkland"" | jq '.[] | .followers_count'$'\n' >> output.log",14754125
Jane Alexander,"twurl ""/1.1/users/search.json?count=1&q=Jane Alexander"" | jq '.[] | .followers_count'$'\n' >> output.log",313632
Marsha Mason,"twurl ""/1.1/users/search.json?count=1&q=Marsha Mason"" | jq '.[] | .followers_count'$'\n' >> output.log",16952
Freddie Highmore,"twurl ""/1.1/users/search.json?count=1&q=Freddie Highmore"" | jq '.[] | .followers_count'$'\n' >> output.log",122894
Michael J. Fox,"twurl ""/1.1/users/search.json?count=1&q=Michael J. Fox"" | jq '.[] | .followers_count'$'\n' >> output.log",285957
Eddie Murphy,"twurl ""/1.1/users/search.json?count=1&q=Eddie Murphy"" | jq '.[] | .followers_count'$'\n' >> output.log",4022
Yun-Fat Chow,"twurl ""/1.1/users/search.json?count=1&q=Yun-Fat Chow"" | jq '.[] | .followers_count'$'\n' >> output.log",112
Seth MacFarlane,"twurl ""/1.1/users/search.json?count=1&q=Seth MacFarlane"" | jq '.[] | .followers_count'$'\n' >> output.log",117361
Bruce Lee,"twurl ""/1.1/users/search.json?count=1&q=Bruce Lee"" | jq '.[] | .followers_count'$'\n' >> output.log",1196
Jet Li,"twurl ""/1.1/users/search.json?count=1&q=Jet Li"" | jq '.[] | .followers_count'$'\n' >> output.log",6485661
Chuck Norris,"twurl ""/1.1/users/search.json?count=1&q=Chuck Norris"" | jq '.[] | .followers_count'$'\n' >> output.log",45076
Jean-Claude Van Damme,"twurl ""/1.1/users/search.json?count=1&q=Jean-Claude Van Damme"" | jq '.[] | .followers_count'$'\n' >> output.log",6052
Sam Rockwell,"twurl ""/1.1/users/search.json?count=1&q=Sam Rockwell"" | jq '.[] | .followers_count'$'\n' >> output.log",38835
Takashi Shimura,"twurl ""/1.1/users/search.json?count=1&q=Takashi Shimura"" | jq '.[] | .followers_count'$'\n' >> output.log",1568
Richard E. Grant,"twurl ""/1.1/users/search.json?count=1&q=Richard E. Grant"" | jq '.[] | .followers_count'$'\n' >> output.log",26223
Leslie Nielsen,"twurl ""/1.1/users/search.json?count=1&q=Leslie Nielsen"" | jq '.[] | .followers_count'$'\n' >> output.log",35789
Simon Pegg,"twurl ""/1.1/users/search.json?count=1&q=Simon Pegg"" | jq '.[] | .followers_count'$'\n' >> output.log",219
John Malkovich,"twurl ""/1.1/users/search.json?count=1&q=John Malkovich"" | jq '.[] | .followers_count'$'\n' >> output.log",12535
Michael Shannon,"twurl ""/1.1/users/search.json?count=1&q=Michael Shannon"" | jq '.[] | .followers_count'$'\n' >> output.log",61792
Martin Sheen,"twurl ""/1.1/users/search.json?count=1&q=Martin Sheen"" | jq '.[] | .followers_count'$'\n' >> output.log",3031
Christopher Guest,"twurl ""/1.1/users/search.json?count=1&q=Christopher Guest"" | jq '.[] | .followers_count'$'\n' >> output.log",11197
Alan Rickman,"twurl ""/1.1/users/search.json?count=1&q=Alan Rickman"" | jq '.[] | .followers_count'$'\n' >> output.log",675
Jackie Earle Haley,"twurl ""/1.1/users/search.json?count=1&q=Jackie Earle Haley"" | jq '.[] | .followers_count'$'\n' >> output.log",16789
Montgomery Clift,"twurl ""/1.1/users/search.json?count=1&q=Montgomery Clift"" | jq '.[] | .followers_count'$'\n' >> output.log",994117
James Spader,"twurl ""/1.1/users/search.json?count=1&q=James Spader"" | jq '.[] | .followers_count'$'\n' >> output.log",415
Eric Bana,"twurl ""/1.1/users/search.json?count=1&q=Eric Bana"" | jq '.[] | .followers_count'$'\n' >> output.log",189
Romain Duris,"twurl ""/1.1/users/search.json?count=1&q=Romain Duris"" | jq '.[] | .followers_count'$'\n' >> output.log",5336768
Robert Shaw,"twurl ""/1.1/users/search.json?count=1&q=Robert Shaw"" | jq '.[] | .followers_count'$'\n' >> output.log",729
Jacki Weaver,"twurl ""/1.1/users/search.json?count=1&q=Jacki Weaver"" | jq '.[] | .followers_count'$'\n' >> output.log",557
BŽrŽnice Bejo,"twurl ""/1.1/users/search.json?count=1&q=BŽrŽnice Bejo"" | jq '.[] | .followers_count'$'\n' >> output.log",0
Hailee Steinfeld,"twurl ""/1.1/users/search.json?count=1&q=Hailee Steinfeld"" | jq '.[] | .followers_count'$'\n' >> output.log",53036
Jennifer Jason Leigh,"twurl ""/1.1/users/search.json?count=1&q=Jennifer Jason Leigh"" | jq '.[] | .followers_count'$'\n' >> output.log",57621
Kathleen Quinlan,"twurl ""/1.1/users/search.json?count=1&q=Kathleen Quinlan"" | jq '.[] | .followers_count'$'\n' >> output.log",3384
Taraji P. Henson,"twurl ""/1.1/users/search.json?count=1&q=Taraji P. Henson"" | jq '.[] | .followers_count'$'\n' >> output.log",2606
Amy Ryan,"twurl ""/1.1/users/search.json?count=1&q=Amy Ryan"" | jq '.[] | .followers_count'$'\n' >> output.log",397
Ruby Dee,"twurl ""/1.1/users/search.json?count=1&q=Ruby Dee"" | jq '.[] | .followers_count'$'\n' >> output.log",422
Jill Clayburgh,"twurl ""/1.1/users/search.json?count=1&q=Jill Clayburgh"" | jq '.[] | .followers_count'$'\n' >> output.log",16036
Adriana Barraza,"twurl ""/1.1/users/search.json?count=1&q=Adriana Barraza"" | jq '.[] | .followers_count'$'\n' >> output.log",9357404
Rinko Kikuchi,"twurl ""/1.1/users/search.json?count=1&q=Rinko Kikuchi"" | jq '.[] | .followers_count'$'\n' >> output.log",387837
Catherine Keener,"twurl ""/1.1/users/search.json?count=1&q=Catherine Keener"" | jq '.[] | .followers_count'$'\n' >> output.log",29541
Charlotte Rampling,"twurl ""/1.1/users/search.json?count=1&q=Charlotte Rampling"" | jq '.[] | .followers_count'$'\n' >> output.log",297
Sophie Okonedo,"twurl ""/1.1/users/search.json?count=1&q=Sophie Okonedo"" | jq '.[] | .followers_count'$'\n' >> output.log",3511
Patricia Clarkson,"twurl ""/1.1/users/search.json?count=1&q=Patricia Clarkson"" | jq '.[] | .followers_count'$'\n' >> output.log",1082031
Shohreh Aghdashloo,"twurl ""/1.1/users/search.json?count=1&q=Shohreh Aghdashloo"" | jq '.[] | .followers_count'$'\n' >> output.log",11438
Lindsay Lohan,"twurl ""/1.1/users/search.json?count=1&q=Lindsay Lohan"" | jq '.[] | .followers_count'$'\n' >> output.log",568
Michelle Trachtenberg,"twurl ""/1.1/users/search.json?count=1&q=Michelle Trachtenberg"" | jq '.[] | .followers_count'$'\n' >> output.log",133157
Chlo‘ Sevigny,"twurl ""/1.1/users/search.json?count=1&q=Chlo‘ Sevigny"" | jq '.[] | .followers_count'$'\n' >> output.log",1754
Lynn Redgrave,"twurl ""/1.1/users/search.json?count=1&q=Lynn Redgrave"" | jq '.[] | .followers_count'$'\n' >> output.log",343
Rachel Griffiths,"twurl ""/1.1/users/search.json?count=1&q=Rachel Griffiths"" | jq '.[] | .followers_count'$'\n' >> output.log",199
Margot Robbie,"twurl ""/1.1/users/search.json?count=1&q=Margot Robbie"" | jq '.[] | .followers_count'$'\n' >> output.log",53
Lili Taylor,"twurl ""/1.1/users/search.json?count=1&q=Lili Taylor"" | jq '.[] | .followers_count'$'\n' >> output.log",59
Robin Weigert,"twurl ""/1.1/users/search.json?count=1&q=Robin Weigert"" | jq '.[] | .followers_count'$'\n' >> output.log",11896
Lake Bell,"twurl ""/1.1/users/search.json?count=1&q=Lake Bell"" | jq '.[] | .followers_count'$'\n' >> output.log",17
Claude Rains,"twurl ""/1.1/users/search.json?count=1&q=Claude Rains"" | jq '.[] | .followers_count'$'\n' >> output.log",100202
Steve Buscemi,"twurl ""/1.1/users/search.json?count=1&q=Steve Buscemi"" | jq '.[] | .followers_count'$'\n' >> output.log",7590
John Rhys-Davies,"twurl ""/1.1/users/search.json?count=1&q=John Rhys-Davies"" | jq '.[] | .followers_count'$'\n' >> output.log",227004
Jean-Louis Trintignant,"twurl ""/1.1/users/search.json?count=1&q=Jean-Louis Trintignant"" | jq '.[] | .followers_count'$'\n' >> output.log",0
Joseph Cotten,"twurl ""/1.1/users/search.json?count=1&q=Joseph Cotten"" | jq '.[] | .followers_count'$'\n' >> output.log",0
Barry Pepper,"twurl ""/1.1/users/search.json?count=1&q=Barry Pepper"" | jq '.[] | .followers_count'$'\n' >> output.log",1402870
Erich von Stroheim,"twurl ""/1.1/users/search.json?count=1&q=Erich von Stroheim"" | jq '.[] | .followers_count'$'\n' >> output.log",2486759
Patrick Wilson,"twurl ""/1.1/users/search.json?count=1&q=Patrick Wilson"" | jq '.[] | .followers_count'$'\n' >> output.log",1
Christopher Lloyd,"twurl ""/1.1/users/search.json?count=1&q=Christopher Lloyd"" | jq '.[] | .followers_count'$'\n' >> output.log",324740
Ben Foster,"twurl ""/1.1/users/search.json?count=1&q=Ben Foster"" | jq '.[] | .followers_count'$'\n' >> output.log",4211
Joel McCrea,"twurl ""/1.1/users/search.json?count=1&q=Joel McCrea"" | jq '.[] | .followers_count'$'\n' >> output.log",93599
Min-sik Choi,"twurl ""/1.1/users/search.json?count=1&q=Min-sik Choi"" | jq '.[] | .followers_count'$'\n' >> output.log",114
Ewan McGregor,"twurl ""/1.1/users/search.json?count=1&q=Ewan McGregor"" | jq '.[] | .followers_count'$'\n' >> output.log",10323
Gael Garc’a Bernal,"twurl ""/1.1/users/search.json?count=1&q=Gael Garc’a Bernal"" | jq '.[] | .followers_count'$'\n' >> output.log",140799
Bruno Ganz,"twurl ""/1.1/users/search.json?count=1&q=Bruno Ganz"" | jq '.[] | .followers_count'$'\n' >> output.log",4062343
Sean Astin,"twurl ""/1.1/users/search.json?count=1&q=Sean Astin"" | jq '.[] | .followers_count'$'\n' >> output.log",283364
Irrfan Khan,"twurl ""/1.1/users/search.json?count=1&q=Irrfan Khan"" | jq '.[] | .followers_count'$'\n' >> output.log",5161
Michael C. Hall,"twurl ""/1.1/users/search.json?count=1&q=Michael C. Hall"" | jq '.[] | .followers_count'$'\n' >> output.log",493433
Roy Scheider,"twurl ""/1.1/users/search.json?count=1&q=Roy Scheider"" | jq '.[] | .followers_count'$'\n' >> output.log",50702
Casey Affleck,"twurl ""/1.1/users/search.json?count=1&q=Casey Affleck"" | jq '.[] | .followers_count'$'\n' >> output.log",102636
Gary Busey,"twurl ""/1.1/users/search.json?count=1&q=Gary Busey"" | jq '.[] | .followers_count'$'\n' >> output.log",310
Norman Reedus,"twurl ""/1.1/users/search.json?count=1&q=Norman Reedus"" | jq '.[] | .followers_count'$'\n' >> output.log",4316
Jeff Daniels,"twurl ""/1.1/users/search.json?count=1&q=Jeff Daniels"" | jq '.[] | .followers_count'$'\n' >> output.log",1177834
Stanley Tucci,"twurl ""/1.1/users/search.json?count=1&q=Stanley Tucci"" | jq '.[] | .followers_count'$'\n' >> output.log",587764
Kiefer Sutherland,"twurl ""/1.1/users/search.json?count=1&q=Kiefer Sutherland"" | jq '.[] | .followers_count'$'\n' >> output.log",778097
LŽa Seydoux,"twurl ""/1.1/users/search.json?count=1&q=LŽa Seydoux"" | jq '.[] | .followers_count'$'\n' >> output.log",430
Dakota Johnson,"twurl ""/1.1/users/search.json?count=1&q=Dakota Johnson"" | jq '.[] | .followers_count'$'\n' >> output.log",327385
Julie Delpy,"twurl ""/1.1/users/search.json?count=1&q=Julie Delpy"" | jq '.[] | .followers_count'$'\n' >> output.log",742149
Linda Hamilton,"twurl ""/1.1/users/search.json?count=1&q=Linda Hamilton"" | jq '.[] | .followers_count'$'\n' >> output.log",1733
Carrie Fisher,"twurl ""/1.1/users/search.json?count=1&q=Carrie Fisher"" | jq '.[] | .followers_count'$'\n' >> output.log",41024973
Pam Grier,"twurl ""/1.1/users/search.json?count=1&q=Pam Grier"" | jq '.[] | .followers_count'$'\n' >> output.log",61544
Bjšrk,"twurl ""/1.1/users/search.json?count=1&q=Bjšrk"" | jq '.[] | .followers_count'$'\n' >> output.log",33059
Emily Browning,"twurl ""/1.1/users/search.json?count=1&q=Emily Browning"" | jq '.[] | .followers_count'$'\n' >> output.log",98
Juliette Lewis,"twurl ""/1.1/users/search.json?count=1&q=Juliette Lewis"" | jq '.[] | .followers_count'$'\n' >> output.log",143
Sarah Jessica Parker,"twurl ""/1.1/users/search.json?count=1&q=Sarah Jessica Parker"" | jq '.[] | .followers_count'$'\n' >> output.log",1807967
Piper Laurie,"twurl ""/1.1/users/search.json?count=1&q=Piper Laurie"" | jq '.[] | .followers_count'$'\n' >> output.log",385
Miley Cyrus,"twurl ""/1.1/users/search.json?count=1&q=Miley Cyrus"" | jq '.[] | .followers_count'$'\n' >> output.log",149237
Lily Tomlin,"twurl ""/1.1/users/search.json?count=1&q=Lily Tomlin"" | jq '.[] | .followers_count'$'\n' >> output.log",152765
Anna Friel,"twurl ""/1.1/users/search.json?count=1&q=Anna Friel"" | jq '.[] | .followers_count'$'\n' >> output.log",92
Gloria Stuart,"twurl ""/1.1/users/search.json?count=1&q=Gloria Stuart"" | jq '.[] | .followers_count'$'\n' >> output.log",2007
Talia Shire,"twurl ""/1.1/users/search.json?count=1&q=Talia Shire"" | jq '.[] | .followers_count'$'\n' >> output.log",853
Gal Gadot,"twurl ""/1.1/users/search.json?count=1&q=Gal Gadot"" | jq '.[] | .followers_count'$'\n' >> output.log",8144
Sue Lyon,"twurl ""/1.1/users/search.json?count=1&q=Sue Lyon"" | jq '.[] | .followers_count'$'\n' >> output.log",299
Olivia Newton-John,"twurl ""/1.1/users/search.json?count=1&q=Olivia Newton-John"" | jq '.[] | .followers_count'$'\n' >> output.log",2430
Minnie Driver,"twurl ""/1.1/users/search.json?count=1&q=Minnie Driver"" | jq '.[] | .followers_count'$'\n' >> output.log",162
Teri Garr,"twurl ""/1.1/users/search.json?count=1&q=Teri Garr"" | jq '.[] | .followers_count'$'\n' >> output.log",80979
Keri Russell,"twurl ""/1.1/users/search.json?count=1&q=Keri Russell"" | jq '.[] | .followers_count'$'\n' >> output.log",27909
Jean Seberg,"twurl ""/1.1/users/search.json?count=1&q=Jean Seberg"" | jq '.[] | .followers_count'$'\n' >> output.log",111570
Sarah Polley,"twurl ""/1.1/users/search.json?count=1&q=Sarah Polley"" | jq '.[] | .followers_count'$'\n' >> output.log",584
Kate Capshaw,"twurl ""/1.1/users/search.json?count=1&q=Kate Capshaw"" | jq '.[] | .followers_count'$'\n' >> output.log",28971
Josh Brolin,"twurl ""/1.1/users/search.json?count=1&q=Josh Brolin"" | jq '.[] | .followers_count'$'\n' >> output.log",35565
Hal Holbrook,"twurl ""/1.1/users/search.json?count=1&q=Hal Holbrook"" | jq '.[] | .followers_count'$'\n' >> output.log",32758
Djimon Hounsou,"twurl ""/1.1/users/search.json?count=1&q=Djimon Hounsou"" | jq '.[] | .followers_count'$'\n' >> output.log",32690
Matt Dillon,"twurl ""/1.1/users/search.json?count=1&q=Matt Dillon"" | jq '.[] | .followers_count'$'\n' >> output.log",21023
Alan Alda,"twurl ""/1.1/users/search.json?count=1&q=Alan Alda"" | jq '.[] | .followers_count'$'\n' >> output.log",28024
Thomas Haden Church,"twurl ""/1.1/users/search.json?count=1&q=Thomas Haden Church"" | jq '.[] | .followers_count'$'\n' >> output.log",1093
Clive Owen,"twurl ""/1.1/users/search.json?count=1&q=Clive Owen"" | jq '.[] | .followers_count'$'\n' >> output.log",3229
Ken Watanabe,"twurl ""/1.1/users/search.json?count=1&q=Ken Watanabe"" | jq '.[] | .followers_count'$'\n' >> output.log",1117
Suraj Sharma,"twurl ""/1.1/users/search.json?count=1&q=Suraj Sharma"" | jq '.[] | .followers_count'$'\n' >> output.log",2134
John C. Reilly,"twurl ""/1.1/users/search.json?count=1&q=John C. Reilly"" | jq '.[] | .followers_count'$'\n' >> output.log",189127
Michael Clarke Duncan,"twurl ""/1.1/users/search.json?count=1&q=Michael Clarke Duncan"" | jq '.[] | .followers_count'$'\n' >> output.log",79
Haley Joel Osment,"twurl ""/1.1/users/search.json?count=1&q=Haley Joel Osment"" | jq '.[] | .followers_count'$'\n' >> output.log",2764
Greg Kinnear,"twurl ""/1.1/users/search.json?count=1&q=Greg Kinnear"" | jq '.[] | .followers_count'$'\n' >> output.log",11659
Burt Reynolds,"twurl ""/1.1/users/search.json?count=1&q=Burt Reynolds"" | jq '.[] | .followers_count'$'\n' >> output.log",55208
Robert Forster,"twurl ""/1.1/users/search.json?count=1&q=Robert Forster"" | jq '.[] | .followers_count'$'\n' >> output.log",619202
Jason Schwartzman,"twurl ""/1.1/users/search.json?count=1&q=Jason Schwartzman"" | jq '.[] | .followers_count'$'\n' >> output.log",193
William H. Macy,"twurl ""/1.1/users/search.json?count=1&q=William H. Macy"" | jq '.[] | .followers_count'$'\n' >> output.log",3767
Armin Mueller-Stahl,"twurl ""/1.1/users/search.json?count=1&q=Armin Mueller-Stahl"" | jq '.[] | .followers_count'$'\n' >> output.log",66389
Tim Roth,"twurl ""/1.1/users/search.json?count=1&q=Tim Roth"" | jq '.[] | .followers_count'$'\n' >> output.log",1222992
James Cromwell,"twurl ""/1.1/users/search.json?count=1&q=James Cromwell"" | jq '.[] | .followers_count'$'\n' >> output.log",49444
Chazz Palminteri,"twurl ""/1.1/users/search.json?count=1&q=Chazz Palminteri"" | jq '.[] | .followers_count'$'\n' >> output.log",490282
Gary Sinise,"twurl ""/1.1/users/search.json?count=1&q=Gary Sinise"" | jq '.[] | .followers_count'$'\n' >> output.log",2143599
Paul Scofield,"twurl ""/1.1/users/search.json?count=1&q=Paul Scofield"" | jq '.[] | .followers_count'$'\n' >> output.log",3214
Pete Postlethwaite,"twurl ""/1.1/users/search.json?count=1&q=Pete Postlethwaite"" | jq '.[] | .followers_count'$'\n' >> output.log",1395
Mads Mikkelsen,"twurl ""/1.1/users/search.json?count=1&q=Mads Mikkelsen"" | jq '.[] | .followers_count'$'\n' >> output.log",73367
Jada Pinkett Smith,"twurl ""/1.1/users/search.json?count=1&q=Jada Pinkett Smith"" | jq '.[] | .followers_count'$'\n' >> output.log",33103
Tatum O'Neal,"twurl ""/1.1/users/search.json?count=1&q=Tatum O'Neal"" | jq '.[] | .followers_count'$'\n' >> output.log",12079580
Anna Faris,"twurl ""/1.1/users/search.json?count=1&q=Anna Faris"" | jq '.[] | .followers_count'$'\n' >> output.log",36347
Ashley Greene,"twurl ""/1.1/users/search.json?count=1&q=Ashley Greene"" | jq '.[] | .followers_count'$'\n' >> output.log",104036
Famke Janssen,"twurl ""/1.1/users/search.json?count=1&q=Famke Janssen"" | jq '.[] | .followers_count'$'\n' >> output.log",1144
Rosamund Pike,"twurl ""/1.1/users/search.json?count=1&q=Rosamund Pike"" | jq '.[] | .followers_count'$'\n' >> output.log",79862
Bonnie Hunt,"twurl ""/1.1/users/search.json?count=1&q=Bonnie Hunt"" | jq '.[] | .followers_count'$'\n' >> output.log",73676
Leslie Mann,"twurl ""/1.1/users/search.json?count=1&q=Leslie Mann"" | jq '.[] | .followers_count'$'\n' >> output.log",161920
Mindy Kaling,"twurl ""/1.1/users/search.json?count=1&q=Mindy Kaling"" | jq '.[] | .followers_count'$'\n' >> output.log",52511
Analeigh Tipton,"twurl ""/1.1/users/search.json?count=1&q=Analeigh Tipton"" | jq '.[] | .followers_count'$'\n' >> output.log",7106
Thandie Newton,"twurl ""/1.1/users/search.json?count=1&q=Thandie Newton"" | jq '.[] | .followers_count'$'\n' >> output.log",349625
Amanda Peet,"twurl ""/1.1/users/search.json?count=1&q=Amanda Peet"" | jq '.[] | .followers_count'$'\n' >> output.log",732555
Julia Stiles,"twurl ""/1.1/users/search.json?count=1&q=Julia Stiles"" | jq '.[] | .followers_count'$'\n' >> output.log",1563258
Maria Bello,"twurl ""/1.1/users/search.json?count=1&q=Maria Bello"" | jq '.[] | .followers_count'$'\n' >> output.log",990460
Eva Mendes,"twurl ""/1.1/users/search.json?count=1&q=Eva Mendes"" | jq '.[] | .followers_count'$'\n' >> output.log",20190
Emily Blunt,"twurl ""/1.1/users/search.json?count=1&q=Emily Blunt"" | jq '.[] | .followers_count'$'\n' >> output.log",71414
Rose Byrne,"twurl ""/1.1/users/search.json?count=1&q=Rose Byrne"" | jq '.[] | .followers_count'$'\n' >> output.log",727952
Ashley Judd,"twurl ""/1.1/users/search.json?count=1&q=Ashley Judd"" | jq '.[] | .followers_count'$'\n' >> output.log",172873
Emilia Clarke,"twurl ""/1.1/users/search.json?count=1&q=Emilia Clarke"" | jq '.[] | .followers_count'$'\n' >> output.log",4312
Christina Applegate,"twurl ""/1.1/users/search.json?count=1&q=Christina Applegate"" | jq '.[] | .followers_count'$'\n' >> output.log",1390656
Nia Long,"twurl ""/1.1/users/search.json?count=1&q=Nia Long"" | jq '.[] | .followers_count'$'\n' >> output.log",61551
Felicity Jones,"twurl ""/1.1/users/search.json?count=1&q=Felicity Jones"" | jq '.[] | .followers_count'$'\n' >> output.log",5389559
TŽa Leoni,"twurl ""/1.1/users/search.json?count=1&q=TŽa Leoni"" | jq '.[] | .followers_count'$'\n' >> output.log",17995
Alexandra Daddario,"twurl ""/1.1/users/search.json?count=1&q=Alexandra Daddario"" | jq '.[] | .followers_count'$'\n' >> output.log",27664603
Jena Malone,"twurl ""/1.1/users/search.json?count=1&q=Jena Malone"" | jq '.[] | .followers_count'$'\n' >> output.log",12254374
Richard Gere,"twurl ""/1.1/users/search.json?count=1&q=Richard Gere"" | jq '.[] | .followers_count'$'\n' >> output.log",1443
Nick Frost,"twurl ""/1.1/users/search.json?count=1&q=Nick Frost"" | jq '.[] | .followers_count'$'\n' >> output.log",1100
Ray Liotta,"twurl ""/1.1/users/search.json?count=1&q=Ray Liotta"" | jq '.[] | .followers_count'$'\n' >> output.log",3757
Chris Rock,"twurl ""/1.1/users/search.json?count=1&q=Chris Rock"" | jq '.[] | .followers_count'$'\n' >> output.log",37079
Jon Hamm,"twurl ""/1.1/users/search.json?count=1&q=Jon Hamm"" | jq '.[] | .followers_count'$'\n' >> output.log",1119
